account_id,gender,seniorcitizen,partner,dependents,months_with_provider,phone_service,extra_lines,internet_plan,addon_security,addon_backup,addon_device_protect,addon_techsupport,stream_tv,stream_movies,contract_type,paperless_billing,payment_method,monthly_fee,lifetime_spend,churned,customer_hash,marketing_opt_in
2469-DTSGX,Female,1,No,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,111.65,7943.45,0,24fb331c2459,1
4554-YGZIH,Male,1,Yes,No,49.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,nan,90.05,4547.25,1,9c4660b87f2f,0
5099-BAILX,Male,1,Yes,Yes,43.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.75,4687.9,1,a3ac55d20ae8,0
9931-KGHOA,Female,0,Yes,No,46.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),55.0,2473.95,0,284d959aa590,1
1775-KWJKQ,Male,0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.85,,0,668ff7a17baf,0
7665-VIGUD,Male,0,No,No,10.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,176.3,0,7ef916c9ed1d,1
9411-TPQQV,Female,0,No,No,40.0,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),54.55,5919.49274795696,0,5d8711998280,1
7207-RMRDB,Female,0,Yes,Yes,65.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,,1,279afd6c1d6c,1
7954-MLBUN,Male,0,No,No,31.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,nan,99.45,3109.9,0,fbe02a81b0f2,0
2077-DDHJK,Female,0,Yes,No,68.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,nan,70.9,4911.35,0,7d8bbf7f8eb2,0
4913-EHYUI,Male,1,Yes,Yes,56.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.55,5794.65,1,ae2d1dc2b19e,1
0195-IESCP,Male,0,Yes,No,10.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,855.3,1,3265074140ef,1
9574-BOSMD,Male,0,Yes,Yes,68.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.4,1620.2,0,5e7e24b3d667,1
4580-TMHJU,Female,0,Yes,Yes,43.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,56.15,2499.3,1,c0ccdfc876d6,1
0970-ETWGE,Male,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.55,89.55,1,915468b6280d,0
4908-XAXAY,Female,1,No,No,49.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),89.85,4287.2,0,c34050e2a93c,0
8404-VLQFB,Female,0,Yes,Yes,15.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.25,394.85,0,1ebae642e6d5,0
1626-ERCMM,Male,1,Yes,No,20.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,1899.65,1,fd47c304925e,0
0887-HJGAR,Male,0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,1,1060021c18ba,0
2391-IPLOP,Male,0,Yes,Yes,50.0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,69.65,3442.15,0,a5e11d132019,0
5644-PDMZC,Female,1,No,No,2.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,nan,89.5,161.5,1,a1f1ac8713d5,0
3509-GWQGF,Male,1,No,No,24.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.0,1732.6,0,0ba10109292f,0
9576-ANLXO,Female,0,No,No,3.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.55,222.3,1,b561080a6288,0
2024-BASKD,Female,0,No,No,1.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.6,74.6,1,b38d4db6ef3f,0
5845-BZZIB,Male,0,Yes,Yes,35.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,655.3,0,0205e9918674,0
1140-UKVZG,Female,0,No,No,17.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.8,,0,3f861c76a28d,0
4160-AMJTL,Female,1,No,No,8.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.65,164.3,1,7030852a25f1,0
5183-SNMJQ,Male,0,No,No,10.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,nan,95.1,,0,3583f0f80114,0
8100-PNJMH,Male,0,Yes,Yes,68.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.85,6132.7,0,5a4b4445d34f,0
7838-LAZFO,Male,0,Yes,No,,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),78.8,3597.5,0,a3d227b3c2c1,1
4464-JCOLN,Male,0,Yes,Yes,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,nan,19.85,35.9,1,7a49ba6cb5be,0
2085-JVGAD,Male,0,Yes,No,37.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.35,697.65,0,dbcc4b35e4d6,0
5650-VDUDS,Female,0,No,No,4.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.25,96.05,1,318780404e2b,1
8095-WANWK,Female,0,No,No,10.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.25,428.7,0,08e5394edaa9,0
3030-ZKIWL,Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,7.606104039735315,0,b7f50baf6686,0
9565-FLVCG,Male,0,Yes,Yes,65.0,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,31.49198868215016,4459.15,0,c6c63f8b95f5,1
8755-OGKNA,Female,0,Yes,Yes,57.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.5,1167.6,0,f600f86c9aa3,0
2800-VEQXM,Female,0,No,No,3.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.75,238.1,0,1b0b24b9c90d,1
7538-GWHML,Female,0,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,145.15,1,32e387c0167c,0
5533-RJFTJ,Male,0,No,No,49.0,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,nan,30.2,,0,92f7ff086748,1
3859-CVCET,Female,0,No,No,4.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,nan,45.65,,1,7242da6614e0,1
0214-JHPFW,Female,0,Yes,No,70.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),57.8,4039.3,0,2d807b56a9e3,1
5642-MHDQT,Female,0,Yes,Yes,53.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,1039.45,0,42a85b638667,0
3088-FVYWK,Male,0,Yes,Yes,53.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.55,1336.1,0,e3490298a1d7,0
3276-HDUEG,Female,0,No,No,,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.05,,1,2437767ef7fd,0
9092-GDZKO,Male,0,No,No,22.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.85,493.4,0,d3751196da1d,0
0823-HSCDJ,Male,1,No,No,52.0,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.15,2550.9,1,79fa02602c22,1
3729-OWRVL,Male,1,No,No,65.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.35,7246.15,0,814faf59362d,0
2324-AALNO,Female,0,No,No,48.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.55,,0,2376554e9efa,0
0822-GAVAP,Female,0,No,No,2.0,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.7,62.25,1,d1f7b31e72a0,0
5760-IFJOZ,Male,0,No,No,3.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,107.95,313.6,0,7bb75d212c70,0
2826-UWHIS,Male,0,Yes,No,45.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.4,3775.85,0,20d71399d010,0
1448-PWKYE,Male,0,Yes,Yes,1.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.0,80.0,1,6ba3aa3b606c,0
7501-IWUNG,Female,0,Yes,Yes,61.0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,nan,73.8,4616.05,0,b4c671fd38c8,0
4957-TREIR,Male,0,No,No,,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.4,195.65,0,3f455e8beede,0
7251-LJBQN,Female,1,No,No,40.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),103.75,4188.4,0,ffa21c5ceac4,1
8040-MNRTF,Female,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.1,71.1,0,6fd3e7d8925b,0
1536-HBSWP,Female,0,No,No,1.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.9,49.9,0,d11b7d150bd2,0
5313-FPXWG,Male,0,No,No,,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.6,1266.4,0,5d0fe22b0818,0
0067-DKWBL,Male,1,No,No,2.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.25,91.1,1,5be7a9f336bd,0
0946-FKYTX,Male,0,No,No,52.0,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,nan,30.1,1623.4,0,419952ddb946,0
5076-YVXCM,Male,0,No,No,51.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.4,,0,13761f4877db,1
8262-COGGB,Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,20.45,0,d64685729b8d,0
6663-JOCQO,Male,0,Yes,Yes,31.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.25,2344.5,0,fe1e5764eaff,0
9620-QJREV,Male,0,No,Yes,47.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.55,1013.05,0,6b87bbec9e1c,0
2276-YDAVZ,Female,0,No,No,3.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,nan,75.1,270.7,1,66c4e7556f18,0
2682-KEVRP,Female,1,No,No,22.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.05,417.0,0,d7952ae862fd,1
2480-JZOSN,Female,0,Yes,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.65,20.65,0,e5a633681b7e,0
0078-XZMHT,Male,0,Yes,No,72.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.15,6316.2,0,404f5bd4a354,0
5896-NPFWW,Male,0,Yes,Yes,3.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.15,168.15,1,ae44d78b2d5a,0
9978-HYCIN,Male,1,Yes,Yes,47.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),84.95,4018.05,0,6c923e8422ef,0
8338-QIUNR,Male,0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),66.5,4811.6,0,63628af53269,0
1525-LNLOJ,Male,0,Yes,Yes,66.0,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),63.3,4189.7,0,1c7c72088de2,0
9450-TRJUU,Male,0,No,No,35.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,83.15,2848.45,0,531018231baf,1
1766-GKNMI,Male,0,No,No,29.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,,0,137a23606c86,1
6942-LBFDP,Female,0,No,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,33.6,0,7f88e217531e,0
1456-TWCGB,Male,0,No,No,4.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,208.45,0,9b1598ba6c41,1
7133-VBDCG,Female,0,No,No,25.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.85,,1,e0413627e2e6,0
7596-ZYWBB,Female,0,No,No,65.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,59.6,,0,97519e89a618,0
8329-UTMVM,Male,1,No,No,27.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.65,2964.0,0,d5dd39b7bead,0
3014-WJKSM,Male,0,Yes,No,29.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,2263.4,0,cdd3023b870a,0
3347-YJZZE,Male,0,Yes,Yes,29.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),80.1,2211.8,0,5c1404e7744a,0
1029-QFBEN,Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,1,fbb71bc81be3,1
7929-DMBCV,Female,0,Yes,No,20.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,81.0,1683.7,0,2b5bb4086d53,0
9661-JALZV,Female,0,No,No,58.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.7,1519.0,0,db9fcdc609cf,0
5433-KYGHE,Female,0,No,Yes,14.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,86.0,1164.05,0,a99100ec4673,0
4312-KFRXN,Male,0,Yes,No,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1710.9,0,65bc17fdcb0f,0
5575-TPIZQ,Male,0,No,No,46.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,nan,89.15,4245.55,0,bee40a704f54,0
0114-IGABW,Female,0,Yes,No,71.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),58.25,4145.9,0,aa5d925d10a7,1
9944-AEXBM,Male,0,No,No,32.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.65,2664.3,0,472539ae1549,0
1853-ARAAQ,Female,0,No,No,26.0,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,nan,50.35,1277.5,0,8eec30ef40a9,0
6952-OMNWB,Male,1,Yes,No,68.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.35,5589.3,0,e9cc02c23c32,0
4697-LUPSU,Male,0,Yes,Yes,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.2,34.75,0,07abeac3541f,0
8434-VGEQQ,Male,0,Yes,Yes,61.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),74.62259498206522,1305.95,0,3750e3152f34,0
4952-YSOGZ,Female,0,Yes,Yes,4.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,381.3,1,400831446f4b,0
1589-AGTLK,Male,0,No,No,3.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,nan,45.35,,1,c0878271f908,1
5244-IRFIH,Male,1,Yes,No,33.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,3105.55,1,eb4e232eb8a4,1
6549-YMFAW,Male,1,Yes,No,9.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.25,204.55,0,1df0080bf44d,0
4950-HKQTE,Female,0,No,No,22.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.25,605.9,0,531de1c2266d,0
6786-OBWQR,Female,0,Yes,Yes,5.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,356.1,0,b29ea3277511,0
2684-EIWEO,Female,1,No,No,30.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),91.7,,1,8f97ebb9c899,1
2753-JMMCV,Male,0,No,No,65.0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),74.2,4805.65,0,ce4b08ea4956,0
6439-GTPCA,Female,0,No,No,45.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.25,3941.7,1,3937fc6f0f5d,0
6621-YOBKI,Male,0,No,No,5.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,92.75,0,f99b3257b490,1
1216-JWVUX,Male,0,Yes,Yes,,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,nan,75.5,1901.05,0,0fdd58a4bb66,0
7564-GHCVB,Female,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),287.05187996750635,5730.7,0,4cffc5c3e461,1
1173-NOEYG,Female,0,Yes,No,27.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),90.15,2423.4,0,1680d1f462db,0
7595-EHCDL,Male,0,Yes,Yes,32.0,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),50.6,1653.45,0,119d1381407b,0
6647-ZEDXT,Female,0,No,No,,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),110.45,3327.05,0,6468212fb246,0
2521-NPUZR,Male,0,Yes,No,70.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),101.0,7085.5,0,2df3049c5430,1
1307-TVUFB,Male,1,No,No,42.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.35,3344.1,0,06903efa8953,0
7503-MIOGA,Female,1,Yes,No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.85,6697.35,0,6baa90aea93c,0
4381-MHQDC,Female,0,No,No,47.0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,65.0,2879.9,0,7471eb5c06a0,0
6923-JHPMP,Female,0,No,No,2.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.45,137.1,0,bd93b5ba1101,0
5138-WVKYJ,Male,0,No,No,10.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.55,1008.55,1,40fe24ba9faa,1
4018-PPNDW,Female,0,Yes,Yes,61.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.1,1551.6,0,8848e629cf8c,0
1635-FJFCC,Female,0,No,No,5.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.05,202.15,0,4665be52dde4,0
2499-AJYUA,Female,1,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,7882.25,0,bbccf713ed05,1
6919-ELBGL,Male,1,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,,0,35a876aa0256,0
3966-HRMZA,Female,1,No,No,3.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,75.05,202.9,0,fea0179a2e79,0
6425-JWTDV,Male,0,Yes,No,48.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.25,855.1,0,0d83550fce58,0
8405-IGQFX,Female,0,No,No,63.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),90.05,5817.0,0,7797c03eed57,1
8224-IVVPA,Female,0,No,No,27.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,56.7,1652.95,0,04b5717b98e3,0
9477-LGWQI,Male,0,Yes,Yes,70.0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),80.15,5600.15,0,497f0157e762,0
1410-RSCMR,Male,0,Yes,Yes,7.0,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),71.35,515.75,0,689962229de4,1
3115-CZMZD,Male,0,No,Yes,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25,,0,1a0a6dab6d8a,1
0139-IVFJG,Female,0,Yes,No,2.0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,90.35,,0,57d606661256,0
6683-VLCTZ,Male,1,No,No,20.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.55,1842.8,1,0650442c19ac,0
5730-DBDSI,Male,0,No,No,66.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,1253.8,0,88cd3c719f20,1
0030-FNXPP,Female,0,No,No,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,57.2,0,e93c65492540,1
2189-WWOEW,Female,0,No,Yes,15.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.9,1269.55,1,c0f1515918c7,0
5684-FJVYR,Female,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),90.35,6563.4,0,1b20640c9e77,0
4013-GUXND,Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,20.8,0,d15c4e46e3f0,0
1894-IGFSG,Female,0,No,No,22.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.25,,1,499efaa5ca0d,1
7379-POKDZ,Male,0,Yes,No,3.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,208.85,1,577d460519e7,0
1266-NZYUI,Female,0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),66.85,4758.8,0,ef0886d60835,1
7969-FFOWG,Male,0,Yes,Yes,65.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1292.6,0,8b461699409a,0
4718-DHSMV,Female,0,No,No,11.0,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,35.8,363.15,0,1817abbc3d55,1
5175-WLYXL,Male,0,No,No,22.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,78.85,1600.25,0,c51ba92a388c,0
7817-OMJNA,Male,0,No,No,14.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.4,275.7,0,f318f2765a47,0
8728-SKJLR,Male,0,No,No,41.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.25,3089.1,0,d60e4cc81fa6,0
3137-NYQQI,Male,0,Yes,No,17.0,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,64.8,1175.6,0,dcc2a41511b8,1
7706-DZNKK,Male,0,No,No,11.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,237.3,0,63ca93110f5a,0
0236-HFWSV,Male,0,No,No,15.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,nan,93.35,1444.65,1,fe5770c958b0,0
3900-AQPHZ,Female,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,1,adb91bc79914,1
5842-POCOP,Female,0,Yes,No,5.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.9,,1,cf46e2403a5f,0
2037-XJFUP,Male,0,Yes,No,33.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,95.8,,1,eebb8f1b2549,1
8823-RLPWL,Female,0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),110.65,8065.65,0,c19316936f5f,0
9505-SQFSW,Female,0,Yes,Yes,3.0,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,40.3,92.5,0,d59b765205c3,0
